nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion,espera_hr,espera_tipo,tipo_dia_semana
549,2180,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,195.0,Promedio,Neutral,Algo satisfecho,3.25,largo,weekday
550,2901,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,185.0,Algo limpio,Neutral,Algo satisfecho,3.0833333333333335,largo,weekday
552,2965,miércoles,AMERICAN,CHARLOTTE,este de ee. uu.,Hub,Gates 50-59,2018-12-31,135.0,Algo limpio,Muy seguro,Algo satisfecho,2.25,medio,weekday
553,1654,sábado,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,225.0,Limpio,Muy seguro,Muy satisfecho,3.75,largo,weekend
555,1513,miércoles,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,120.0,Algo limpio,Algo seguro,Algo satisfecho,2.0,medio,weekday
556,1628,jueves,KOREAN AIR,SEUL,asia,Hub,Gates 1-12,2018-12-31,180.0,Promedio,Muy seguro,Algo satisfecho,3.0,medio,weekday
557,274,jueves,UNITED,LOS ANGELES,west us,Hub,Gates 70-90,2018-12-31,70.0000000000001,Algo limpio,Algo seguro,Muy satisfecho,1.1666666666666683,medio,weekday
558,1745,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,90.0,Promedio,Algo seguro,Algo satisfecho,1.5,medio,weekday
559,1469,martes,ALASKA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,160.0,Algo limpio,Muy seguro,Algo satisfecho,2.6666666666666665,medio,weekday
561,406,domingo,UNITED,HOUSTON-BUSH,midwest us,Hub,Gates 70-90,2018-12-31,117.0,Limpio,Muy seguro,Neutral,1.95,medio,weekend
562,2219,jueves,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
564,2477,martes,UNITED,HONOLULU,west us,Medium,Gates 70-90,2018-12-31,75.0000000000001,Limpio,Muy seguro,Muy satisfecho,1.2500000000000016,medio,weekday
565,2374,miércoles,UNITED,AUSTIN,midwest us,Medium,Gates 70-90,2018-12-31,120.0,Promedio,Neutral,Algo satisfecho,2.0,medio,weekday
566,447,domingo,UNITED,INDIANAPOLIS,medio oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,82.9999999999999,Promedio,Muy seguro,Algo satisfecho,1.3833333333333317,medio,weekend
567,1353,martes,UNITED INTL,SHANGHAI,asia,Hub,Gates 91-102,2018-12-31,120.0,Algo sucio,Neutral,Neutral,2.0,medio,weekday
568,2382,miércoles,UNITED INTL,BEIJING,asia,Hub,Gates 91-102,2018-12-31,165.0,Algo limpio,Muy seguro,Muy satisfecho,2.75,medio,weekday
569,1142,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,59.99999999999989,Algo limpio,Algo seguro,Algo satisfecho,0.9999999999999982,corto,weekday
570,2317,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,315.0,Promedio,Muy seguro,Neutral,5.25,largo,weekday
571,1249,jueves,UNITED INTL,TOKYO-NARITA,asia,Hub,Gates 91-102,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho,2.0,medio,weekday
572,2655,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,117.0,Promedio,Algo seguro,Neutral,1.95,medio,weekend
573,2604,sábado,INTERJET,GUADALAJARA,canadá / méxico,Medium,Gates 1-12,2018-12-31,120.0,Limpio,Algo seguro,Algo satisfecho,2.0,medio,weekend
574,1510,miércoles,HAWAIIAN AIR,HONOLULU,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,120.0,Algo limpio,Muy seguro,Neutral,2.0,medio,weekday
575,1232,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho,1.75,medio,weekday
576,2322,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,705.0,Promedio,Muy seguro,Neutral,11.75,largo,weekday
578,2487,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,159.0,Limpio,Muy seguro,Algo satisfecho,2.65,medio,weekday
579,2243,jueves,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,65.0,Promedio,Neutral,Neutral,1.0833333333333333,medio,weekday
581,1449,miércoles,UNITED,LAS VEGAS,west us,Hub,Gates 60-69,2018-12-31,202.0,Limpio,Muy seguro,Muy satisfecho,3.3666666666666667,largo,weekday
582,2032,miércoles,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,105.0,Algo limpio,Algo seguro,Algo satisfecho,1.75,medio,weekday
583,1588,miércoles,UNITED INTL,HONG KONG,asia,Hub,Gates 91-102,2018-12-31,120.0,Limpio,Algo seguro,Muy satisfecho,2.0,medio,weekday
584,3194,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,464.0,Limpio,Muy seguro,Muy satisfecho,7.733333333333333,largo,weekday
585,3116,domingo,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,215.0,Algo limpio,Neutral,Algo satisfecho,3.5833333333333335,largo,weekend
586,2920,jueves,DELTA,SEATTLE,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,180.0,Sucio,Neutral,Muy insatisfecho,3.0,medio,weekday
587,1440,sábado,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,220.0,Algo limpio,Muy seguro,Neutral,3.6666666666666665,largo,weekend
588,1596,miércoles,SINGAPORE AIRLINES,SINGAPUR,asia,Hub,Gates 91-102,2018-12-31,210.0,Algo limpio,Algo seguro,Algo satisfecho,3.5,largo,weekday
589,2207,miércoles,AER LINGUS,DUBLIN,europa,Large,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Algo satisfecho,3.0,medio,weekday
590,2651,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,162.0,Algo limpio,Muy seguro,Muy satisfecho,2.7,medio,weekend
592,2133,miércoles,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,125.0,Algo limpio,Neutral,Algo satisfecho,2.0833333333333335,medio,weekday
594,343,viernes,ALASKA,SAN DIEGO,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,156.0,Algo limpio,Neutral,Algo satisfecho,2.6,medio,weekday
595,1455,sábado,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,220.0,Promedio,Muy seguro,Algo satisfecho,3.6666666666666665,largo,weekend
596,901,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,140.0,Algo limpio,Muy seguro,Neutral,2.3333333333333335,medio,weekday
597,1186,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,75.0000000000001,Algo limpio,Neutral,Neutral,1.2500000000000016,medio,weekday
598,554,jueves,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,265.0,Promedio,Muy seguro,Algo satisfecho,4.416666666666667,largo,weekday
599,333,viernes,ALASKA,SAN DIEGO,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,66.0,Limpio,Algo seguro,Algo satisfecho,1.1,medio,weekday
601,2437,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,220.0,Algo limpio,Algo seguro,Algo satisfecho,3.6666666666666665,largo,weekday
602,3012,martes,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,150.0,Limpio,Muy seguro,Neutral,2.5,medio,weekday
603,1666,sábado,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,205.0,Algo limpio,Neutral,Algo satisfecho,3.4166666666666665,largo,weekend
604,2008,miércoles,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,90.0,Limpio,Muy seguro,Muy satisfecho,1.5,medio,weekday
606,2998,martes,UNITED,BURBANK,west us,Small,Gates 70-90,2018-12-31,63.0,Promedio,Muy seguro,Algo satisfecho,1.05,medio,weekday
607,3111,domingo,COPA,CIUDAD DE PANAMÁ,centroamérica / sudamérica,Medium,Gates 1-12,2018-12-31,183.0,Limpio,Muy seguro,Muy satisfecho,3.05,largo,weekend
608,577,jueves,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,103.0,Limpio,Neutral,Muy satisfecho,1.7166666666666666,medio,weekday
610,3163,jueves,AMERICAN,DALLAS-FT. VALE LA PENA,medio oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,75.0,Limpio,Muy seguro,Muy satisfecho,1.25,medio,weekday
611,2956,martes,AMERICAN,NEW YORK-JFK,east us,Hub,Gates 50-59,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho,2.1666666666666665,medio,weekday
612,874,martes,AMERICAN,DALLAS-FT. VALOR,medio oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,100.0,Limpio,Muy seguro,Algo satisfecho,1.6666666666666667,medio,weekday
613,3177,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,120.0,Promedio,Algo seguro,Neutral,2.0,medio,weekday
614,831,domingo,ALASKA,NASHVILLE,medio oeste de los ee. uu.,Medium,Gates 50-59,2018-12-31,96.0,Limpio,Muy seguro,Muy satisfecho,1.6,medio,weekend
615,2379,miércoles,UNITED INTL,BEIJING,asia,Hub,Gates 91-102,2018-12-31,250.0,Algo limpio,Algo seguro,Muy satisfecho,4.166666666666667,largo,weekday
616,2006,viernes,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,170.0,Algo limpio,Muy seguro,Algo satisfecho,2.8333333333333335,medio,weekday
617,3239,miércoles,AMERICAN,PHOENIX,west us,Hub,Gates 50-59,2018-12-31,94.9999999999998,Limpio,Muy seguro,Muy satisfecho,1.58333333333333,medio,weekday
618,2825,martes,UNITED,BURBANK,west us,Small,Gates 70-90,2018-12-31,93.0,Limpio,Muy seguro,Muy satisfecho,1.55,medio,weekday
620,2201,jueves,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,165.0,Limpio,Muy seguro,Algo satisfecho,2.75,medio,weekday
621,644,martes,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,125.0,Limpio,Muy seguro,Algo satisfecho,2.0833333333333335,medio,weekday
622,1286,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho,2.0,medio,weekday
623,3042,martes,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho,2.5,medio,weekday
625,336,viernes,ALASKA,SAN DIEGO,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,96.0,Limpio,Muy seguro,Algo satisfecho,1.6,medio,weekday
627,2426,martes,UNITED,HONOLULU,west us,Medium,Gates 70-90,2018-12-31,85.0,Algo limpio,Algo seguro,Algo satisfecho,1.4166666666666667,medio,weekday
629,3225,miércoles,AMERICAN,PHOENIX,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,214.0,Algo limpio,Algo seguro,Neutral,3.566666666666667,largo,weekday
630,1598,miércoles,SINGAPORE AIRLINES,SINGAPUR,asia,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho,2.5,medio,weekday
631,2552,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,62.99999999999989,Algo limpio,Neutral,Algo satisfecho,1.0499999999999983,medio,weekend
632,2802,martes,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,120.0,Limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
633,3128,martes,UNITED,SAN DIEGO,west us,Medium,Gates 60-69,2018-12-31,74.9999999999999,Limpio,Muy seguro,Muy satisfecho,1.2499999999999984,medio,weekday
634,945,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,90.0,Algo limpio,Algo seguro,Algo satisfecho,1.5,medio,weekday
635,2564,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,93.0,Algo limpio,Algo seguro,Algo satisfecho,1.55,medio,weekend
636,1707,domingo,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,210.0,Promedio,Muy seguro,Algo satisfecho,3.5,largo,weekend
637,2873,viernes,EVA AIR,TAIPEI,asia,Hub,Gates 91-102,2018-12-31,180.0,Promedio,Muy seguro,Algo satisfecho,3.0,medio,weekday
638,2540,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,62.99999999999989,Algo limpio,Muy seguro,Algo satisfecho,1.0499999999999983,medio,weekend
639,462,domingo,ALASKA,LAS VEGAS,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,90.0,Limpio,Muy seguro,Algo satisfecho,1.5,medio,weekend
640,1873,martes,UNITED,BOSTON,este de ee. uu.,Large,Gates 70-90,2018-12-31,205.0,Algo limpio,Muy seguro,Algo satisfecho,3.4166666666666665,largo,weekday
641,1016,viernes,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekday
642,370,viernes,ALASKA,SAN JOSE DEL CABO,canadá / méxico,Small,Gates 50-59,2018-12-31,195.0,Algo limpio,Algo seguro,Algo satisfecho,3.25,largo,weekday
643,2151,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho,2.5833333333333335,medio,weekday
644,1872,domingo,ALASKA,KAHULUI,oeste de ee. uu.,Small,Gates 50-59,2018-12-31,295.0,Algo limpio,Muy seguro,Algo satisfecho,4.916666666666667,largo,weekend
645,1576,miércoles,DELTA,DETROIT,medio oeste de ee. uu.,Large,Gates 40-48,2018-12-31,125.0,Algo limpio,Muy seguro,Neutral,2.0833333333333335,medio,weekday
646,2541,martes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
647,1301,jueves,JETBLUE,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 1-12,2018-12-31,156.0,Algo limpio,Algo seguro,Muy satisfecho,2.6,medio,weekday
648,3040,martes,AMERICAN,DALLAS-FT. WORTH,medio oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,155.0,Algo limpio,Muy seguro,Algo satisfecho,2.5833333333333335,medio,weekday
649,1360,martes,UNITED INTL,PARIS-DE GAULLE,europa,Hub,Gates 91-102,2018-12-31,225.0,Promedio,Algo seguro,Algo satisfecho,3.75,largo,weekday
650,2469,viernes,UNITED,DENVER,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,121.0,Promedio,Muy seguro,Algo insatisfecho,2.0166666666666666,medio,weekday
651,543,jueves,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,165.0,Algo limpio,Muy seguro,Algo satisfecho,2.75,medio,weekday
652,2925,viernes,TURKISH AIRLINES,ESTAMBUL,medio oriente,Hub,Gates 91-102,2018-12-31,250.0,Limpio,Muy seguro,Algo satisfecho,4.166666666666667,largo,weekday
653,2685,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,100.0,Algo limpio,Muy seguro,Algo satisfecho,1.6666666666666667,medio,weekday
654,2268,miércoles,UNITED,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 60-69,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekday
656,2041,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,180.0,Promedio,Algo seguro,Algo insatisfecho,3.0,medio,weekday
657,2167,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,333.0,Limpio,Muy seguro,Muy satisfecho,5.55,largo,weekday
658,3088,martes,UNITED,SPOKANE,west us,Small,Gates 70-90,2018-12-31,97.0000000000001,Limpio,Muy seguro,Algo satisfecho,1.6166666666666683,medio,weekday
659,2948,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,135.0,Limpio,Muy seguro,Algo satisfecho,2.25,medio,weekday
660,443,domingo,UNITED,INDIANAPOLIS,medio oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,113.0,Limpio,Algo seguro,Algo satisfecho,1.8833333333333333,medio,weekend
661,278,jueves,UNITED,BALTIMORE,east us,Medium,Gates 70-90,2018-12-31,134.0,Algo limpio,Algo seguro,Neutral,2.2333333333333334,medio,weekday
662,2457,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,154.0,Limpio,Muy seguro,Neutral,2.566666666666667,medio,weekday
663,1526,miércoles,JETBLUE,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 1-12,2018-12-31,101.0,Algo limpio,Algo seguro,Neutral,1.6833333333333333,medio,weekday
664,2689,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,150.0,Algo limpio,Muy seguro,Neutral,2.5,medio,weekday
665,3055,domingo,PHILIPPINE AIRLINES,MANILA,asia,Medium,Gates 1-12,2018-01-01,335.0,Promedio,Algo seguro,Algo satisfecho,5.583333333333333,largo,weekend
666,2136,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,380.0,Limpio,Neutral,Neutral,6.333333333333333,largo,weekday
667,1450,miércoles,UNITED,LAS VEGAS,west us,Hub,Gates 60-69,2018-12-31,82.0,Limpio,Muy seguro,Muy satisfecho,1.3666666666666667,medio,weekday
668,2415,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,190.0,Limpio,Algo seguro,Algo satisfecho,3.1666666666666665,largo,weekday
669,729,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,245.0,Algo limpio,Algo seguro,Neutral,4.083333333333333,largo,weekday
670,2232,jueves,SUDOESTE,SANTA ANA,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,60.0,Algo limpio,Muy seguro,Algo satisfecho,1.0,corto,weekday
671,1452,miércoles,UNITED,LAS VEGAS,west us,Hub,Gates 60-69,2018-12-31,82.0,Limpio,Muy seguro,Muy satisfecho,1.3666666666666667,medio,weekday
672,1705,domingo,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,225.0,Algo limpio,Algo seguro,Algo satisfecho,3.75,largo,weekend
673,1543,miércoles,AIR CHINA,BEIJING,asia,Hub,Gates 91-102,2018-12-31,170.0,Promedio,Muy seguro,Neutral,2.8333333333333335,medio,weekday
674,618,martes,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,155.0,Limpio,Muy seguro,Algo satisfecho,2.5833333333333335,medio,weekday
675,1726,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,105.0,Limpio,Muy seguro,Algo satisfecho,1.75,medio,weekday
676,2209,jueves,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,135.0,Algo limpio,Algo seguro,Neutral,2.25,medio,weekday
677,1786,sábado,UNITED,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 70-90,2018-12-31,135.0,Algo limpio,Muy seguro,Algo satisfecho,2.25,medio,weekend
678,2625,martes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
679,1760,lunes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,145.0,Promedio,Algo seguro,Algo satisfecho,2.4166666666666665,medio,weekday
680,2732,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,270.0,Algo limpio,Algo seguro,Neutral,4.5,largo,weekday
681,711,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Algo seguro,Neutral,3.0833333333333335,largo,weekday
682,943,jueves,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,135.0,Algo limpio,Muy seguro,Algo satisfecho,2.25,medio,weekday
684,1910,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,140.0,Algo limpio,Neutral,Muy satisfecho,2.3333333333333335,medio,weekend
685,2027,miércoles,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,150.0,Promedio,Muy seguro,Algo satisfecho,2.5,medio,weekday
688,365,viernes,ALASKA,SAN JOSE DEL CABO,canadá / méxico,Small,Gates 50-59,2018-12-31,105.0,Algo limpio,Algo seguro,Algo satisfecho,1.75,medio,weekday
689,3005,jueves,UNITED,NASHVILLE,medio oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,100.0,Promedio,Algo seguro,Algo satisfecho,1.6666666666666667,medio,weekday
690,1502,miércoles,HAWAIIAN AIR,HONOLULU,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,150.0,Promedio,Algo seguro,Algo satisfecho,2.5,medio,weekday
691,2621,sábado,AEROMEXICO,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 1-12,2018-12-31,125.0,Limpio,Muy seguro,Muy satisfecho,2.0833333333333335,medio,weekend
692,1639,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,170.0,Limpio,Muy seguro,Algo satisfecho,2.8333333333333335,medio,weekend
693,2733,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,160.0,Limpio,Algo seguro,Neutral,2.6666666666666665,medio,weekday
694,2021,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,160.0,Promedio,Neutral,Neutral,2.6666666666666665,medio,weekday
695,629,martes,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,140.0,Algo limpio,Muy seguro,Algo satisfecho,2.3333333333333335,medio,weekday
696,3026,martes,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho,2.0,medio,weekday
697,1671,sábado,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,125.0,Algo limpio,Algo seguro,Muy satisfecho,2.0833333333333335,medio,weekend
698,3248,miércoles,AMERICAN,PHOENIX,west us,Hub,Gates 50-59,2018-12-31,74.9999999999999,Limpio,Muy seguro,Muy satisfecho,1.2499999999999984,medio,weekday
699,684,miércoles,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,230.0,Algo limpio,Muy seguro,Algo satisfecho,3.8333333333333335,largo,weekday
699,684,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,230.0,Algo limpio,Muy seguro,Algo satisfecho,3.8333333333333335,largo,weekday
701,1905,lunes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,128.0,Algo limpio,Neutral,Algo satisfecho,2.1333333333333333,medio,weekday
703,774,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,220.0,Algo limpio,Muy seguro,Neutral,3.6666666666666665,largo,weekday
704,2917,jueves,DELTA,SEATTLE,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,14.9999999999999,Limpio,Muy seguro,Muy satisfecho,0.24999999999999833,corto,weekday
705,1459,sábado,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,84.9999999999999,Limpio,Neutral,Muy satisfecho,1.416666666666665,medio,weekend
706,1178,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,115.0,Algo limpio,Muy seguro,Algo satisfecho,1.9166666666666667,medio,weekday
707,2691,viernes,UNITED,ORLANDO,este de ee. uu.,Hub,Gates 70-90,2018-12-31,367.0,Promedio,Neutral,Neutral,6.116666666666666,largo,weekday
708,857,martes,ALASKA,PORTLAND,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,154.0,Limpio,Algo seguro,Algo satisfecho,2.566666666666667,medio,weekday
709,3148,martes,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,59.99999999999989,Algo limpio,Algo seguro,Algo satisfecho,0.9999999999999982,corto,weekday
710,1519,miércoles,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,115.0,Algo limpio,Muy seguro,Algo satisfecho,1.9166666666666667,medio,weekday
711,1126,jueves,DELTA,MINNEAPOLIS-ST. PAUL,medio oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,105.0,Promedio,Muy seguro,Algo satisfecho,1.75,medio,weekday
712,3269,martes,UNITED,LAS VEGAS,west us,Hub,Gates 70-90,2018-12-31,85.0000000000002,Promedio,Algo seguro,Neutral,1.41666666666667,medio,weekday
714,1960,viernes,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,165.0,Algo limpio,Neutral,Neutral,2.75,medio,weekday
715,2545,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,83.0,Algo limpio,Muy seguro,Neutral,1.3833333333333333,medio,weekend
718,2582,martes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,90.0,Algo limpio,Algo seguro,Neutral,1.5,medio,weekday
719,358,viernes,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,80.0,Algo limpio,Algo seguro,Neutral,1.3333333333333333,medio,weekday
720,2912,jueves,DELTA,SEATTLE,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,59.99999999999989,Algo limpio,Algo seguro,Algo satisfecho,0.9999999999999982,corto,weekday
721,2030,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,150.0,Algo limpio,Algo seguro,Algo insatisfecho,2.5,medio,weekday
722,2242,miércoles,WOW,REYKJAVIK,europa,Small,Gates 91-102,2018-12-31,156.0,Algo limpio,Algo seguro,Neutral,2.6,medio,weekday
723,2556,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,108.0,Algo limpio,Algo seguro,Neutral,1.8,medio,weekend
724,853,martes,AMERICAN,DALLAS-FT. WORTH,midwest us,Hub,Gates 50-59,2018-12-31,85.0000000000002,Algo limpio,Algo seguro,Muy satisfecho,1.41666666666667,medio,weekday
